variable_name,#,Temp,Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File,Temp
2019-10-11 22:20:00,426,66.193,,,,,,18.99611111111111
2019-10-11 22:25:00,427,66.02199999999999,,,,,,18.901111111111106
2019-10-11 22:30:00,428,65.851,,,,,,18.80611111111111
2019-10-11 22:35:00,429,65.851,,,,,,18.80611111111111
2019-10-11 22:40:00,430,65.68,,,,,,18.711111111111116
2019-10-11 22:45:00,431,65.68,,,,,,18.711111111111116
2019-10-11 22:50:00,432,65.68,,,,,,18.711111111111116
2019-10-11 22:55:00,433,65.68,,,,,,18.711111111111116
2019-10-11 23:00:00,434,65.68,,,,,,18.711111111111116
2019-10-11 23:05:00,435,65.851,,,,,,18.80611111111111
2019-10-11 23:10:00,436,65.68,,,,,,18.711111111111116
2019-10-11 23:15:00,437,65.68,,,,,,18.711111111111116
2019-10-11 23:20:00,438,65.68,,,,,,18.711111111111116
2019-10-11 23:25:00,439,65.68,,,,,,18.711111111111116
2019-10-11 23:30:00,440,65.509,,,,,,18.616111111111113
2019-10-11 23:35:00,441,65.509,,,,,,18.616111111111113
2019-10-11 23:40:00,442,65.509,,,,,,18.616111111111113
2019-10-11 23:45:00,443,65.509,,,,,,18.616111111111113
2019-10-11 23:50:00,444,65.509,,,,,,18.616111111111113
2019-10-11 23:55:00,445,65.33800000000001,,,,,,18.521111111111118
2019-10-12 00:00:00,446,65.33800000000001,,,,,,18.521111111111118
2019-10-12 00:05:00,447,65.33800000000001,,,,,,18.521111111111118
2019-10-12 00:10:00,448,65.33800000000001,,,,,,18.521111111111118
2019-10-12 00:15:00,449,65.33800000000001,,,,,,18.521111111111118
2019-10-12 00:20:00,450,65.33800000000001,,,,,,18.521111111111118
2019-10-12 00:25:00,451,65.167,,,,,,18.426111111111112
2019-10-12 00:30:00,452,65.33800000000001,,,,,,18.521111111111118
2019-10-12 00:35:00,453,65.167,,,,,,18.426111111111112
2019-10-12 00:40:00,454,65.167,,,,,,18.426111111111112
2019-10-12 00:45:00,455,65.33800000000001,,,,,,18.521111111111118
2019-10-12 00:50:00,456,65.33800000000001,,,,,,18.521111111111118
2019-10-12 00:55:00,457,65.33800000000001,,,,,,18.521111111111118
2019-10-12 01:00:00,458,65.33800000000001,,,,,,18.521111111111118
2019-10-12 01:05:00,459,65.33800000000001,,,,,,18.521111111111118
2019-10-12 01:10:00,460,65.33800000000001,,,,,,18.521111111111118
2019-10-12 01:15:00,461,65.33800000000001,,,,,,18.521111111111118
2019-10-12 01:20:00,462,65.167,,,,,,18.426111111111112
2019-10-12 01:25:00,463,65.167,,,,,,18.426111111111112
2019-10-12 01:30:00,464,65.167,,,,,,18.426111111111112
2019-10-12 01:35:00,465,65.167,,,,,,18.426111111111112
2019-10-12 01:40:00,466,65.167,,,,,,18.426111111111112
2019-10-12 01:45:00,467,64.99600000000001,,,,,,18.331111111111117
2019-10-12 01:50:00,468,64.99600000000001,,,,,,18.331111111111117
2019-10-12 01:55:00,469,64.99600000000001,,,,,,18.331111111111117
2019-10-12 02:00:00,470,64.99600000000001,,,,,,18.331111111111117
2019-10-12 02:05:00,471,64.99600000000001,,,,,,18.331111111111117
2019-10-12 02:10:00,472,64.825,,,,,,18.23611111111111
2019-10-12 02:15:00,473,64.825,,,,,,18.23611111111111
2019-10-12 02:20:00,474,64.825,,,,,,18.23611111111111
2019-10-12 02:25:00,475,64.825,,,,,,18.23611111111111
2019-10-12 02:30:00,476,64.825,,,,,,18.23611111111111
2019-10-12 02:35:00,477,64.825,,,,,,18.23611111111111
2019-10-12 02:40:00,478,64.825,,,,,,18.23611111111111
2019-10-12 02:45:00,479,64.652,,,,,,18.14
2019-10-12 02:50:00,480,64.652,,,,,,18.14
2019-10-12 02:55:00,481,64.652,,,,,,18.14
2019-10-12 03:00:00,482,64.652,,,,,,18.14
2019-10-12 03:05:00,483,64.652,,,,,,18.14
2019-10-12 03:10:00,484,64.652,,,,,,18.14
2019-10-12 03:15:00,485,64.652,,,,,,18.14
2019-10-12 03:20:00,486,64.652,,,,,,18.14
2019-10-12 03:25:00,487,64.48100000000001,,,,,,18.045
2019-10-12 03:30:00,488,64.48100000000001,,,,,,18.045
2019-10-12 03:35:00,489,64.48100000000001,,,,,,18.045
2019-10-12 03:40:00,490,64.48100000000001,,,,,,18.045
2019-10-12 03:45:00,491,64.48100000000001,,,,,,18.045
2019-10-12 03:50:00,492,64.48100000000001,,,,,,18.045
2019-10-12 03:55:00,493,64.48100000000001,,,,,,18.045
2019-10-12 04:00:00,494,64.48100000000001,,,,,,18.045
2019-10-12 04:05:00,495,64.48100000000001,,,,,,18.045
2019-10-12 04:10:00,496,64.48100000000001,,,,,,18.045
2019-10-12 04:15:00,497,64.31,,,,,,17.950000000000003
2019-10-12 04:20:00,498,64.31,,,,,,17.950000000000003
2019-10-12 04:25:00,499,64.31,,,,,,17.950000000000003
2019-10-12 04:30:00,500,64.31,,,,,,17.950000000000003
2019-10-12 04:35:00,501,64.31,,,,,,17.950000000000003
2019-10-12 04:40:00,502,64.31,,,,,,17.950000000000003
2019-10-12 04:45:00,503,64.31,,,,,,17.950000000000003
2019-10-12 04:50:00,504,64.31,,,,,,17.950000000000003
2019-10-12 04:55:00,505,64.31,,,,,,17.950000000000003
2019-10-12 05:00:00,506,64.31,,,,,,17.950000000000003
2019-10-12 05:05:00,507,64.139,,,,,,17.855
2019-10-12 05:10:00,508,64.139,,,,,,17.855
2019-10-12 05:15:00,509,64.139,,,,,,17.855
2019-10-12 05:20:00,510,64.139,,,,,,17.855
2019-10-12 05:25:00,511,64.139,,,,,,17.855
2019-10-12 05:30:00,512,64.139,,,,,,17.855
2019-10-12 05:35:00,513,64.139,,,,,,17.855
2019-10-12 05:40:00,514,64.139,,,,,,17.855
2019-10-12 05:45:00,515,64.139,,,,,,17.855
2019-10-12 05:50:00,516,64.139,,,,,,17.855
2019-10-12 05:55:00,517,63.968,,,,,,17.760000000000005
2019-10-12 06:00:00,518,64.139,,,,,,17.855
2019-10-12 06:05:00,519,63.968,,,,,,17.760000000000005
2019-10-12 06:10:00,520,63.968,,,,,,17.760000000000005
2019-10-12 06:15:00,521,63.968,,,,,,17.760000000000005
2019-10-12 06:20:00,522,63.968,,,,,,17.760000000000005
2019-10-12 06:25:00,523,63.968,,,,,,17.760000000000005
2019-10-12 06:30:00,524,63.968,,,,,,17.760000000000005
2019-10-12 06:35:00,525,63.968,,,,,,17.760000000000005
2019-10-12 06:40:00,526,63.968,,,,,,17.760000000000005
2019-10-12 06:45:00,527,63.968,,,,,,17.760000000000005
2019-10-12 06:50:00,528,63.968,,,,,,17.760000000000005
2019-10-12 06:55:00,529,64.48100000000001,,,,,,18.045
2019-10-12 07:00:00,530,65.509,,,,,,18.616111111111113
2019-10-12 07:05:00,531,66.193,,,,,,18.99611111111111
2019-10-12 07:10:00,532,66.53699999999999,,,,,,19.187222222222218
2019-10-12 07:15:00,533,66.53699999999999,,,,,,19.187222222222218
2019-10-12 07:20:00,534,66.366,,,,,,19.09222222222222
2019-10-12 07:25:00,535,66.193,,,,,,18.99611111111111
2019-10-12 07:30:00,536,66.02199999999999,,,,,,18.901111111111106
2019-10-12 07:35:00,537,65.851,,,,,,18.80611111111111
2019-10-12 07:40:00,538,65.851,,,,,,18.80611111111111
2019-10-12 07:45:00,539,65.509,,,,,,18.616111111111113
2019-10-12 07:50:00,540,65.509,,,,,,18.616111111111113
2019-10-12 07:55:00,541,65.33800000000001,,,,,,18.521111111111118
2019-10-12 08:00:00,542,65.33800000000001,,,,,,18.521111111111118
2019-10-12 08:05:00,543,65.167,,,,,,18.426111111111112
2019-10-12 08:10:00,544,64.99600000000001,,,,,,18.331111111111117
2019-10-12 08:15:00,545,64.99600000000001,,,,,,18.331111111111117
2019-10-12 08:20:00,546,64.825,,,,,,18.23611111111111
2019-10-12 08:25:00,547,64.825,,,,,,18.23611111111111
2019-10-12 08:30:00,548,64.652,,,,,,18.14
2019-10-12 08:35:00,549,64.652,,,,,,18.14
2019-10-12 08:40:00,550,64.652,,,,,,18.14
2019-10-12 08:45:00,551,64.48100000000001,,,,,,18.045
2019-10-12 08:50:00,552,64.48100000000001,,,,,,18.045
2019-10-12 08:55:00,553,64.48100000000001,,,,,,18.045
2019-10-12 09:00:00,554,64.48100000000001,,,,,,18.045
2019-10-12 09:05:00,555,64.31,,,,,,17.950000000000003
2019-10-12 09:10:00,556,64.31,,,,,,17.950000000000003
2019-10-12 09:15:00,557,64.31,,,,,,17.950000000000003
2019-10-12 09:20:00,558,64.31,,,,,,17.950000000000003
2019-10-12 09:25:00,559,64.48100000000001,,,,,,18.045
2019-10-12 09:30:00,560,64.48100000000001,,,,,,18.045
2019-10-12 09:35:00,561,64.48100000000001,,,,,,18.045
2019-10-12 09:40:00,562,64.48100000000001,,,,,,18.045
2019-10-12 09:45:00,563,64.48100000000001,,,,,,18.045
2019-10-12 09:50:00,564,64.48100000000001,,,,,,18.045
2019-10-12 09:55:00,565,64.48100000000001,,,,,,18.045
2019-10-12 10:00:00,566,64.48100000000001,,,,,,18.045
2019-10-12 10:05:00,567,64.31,,,,,,17.950000000000003
2019-10-12 10:10:00,568,64.48100000000001,,,,,,18.045
2019-10-12 10:15:00,569,64.31,,,,,,17.950000000000003
2019-10-12 10:20:00,570,64.31,,,,,,17.950000000000003
2019-10-12 10:25:00,571,64.31,,,,,,17.950000000000003
2019-10-12 10:30:00,572,64.31,,,,,,17.950000000000003
2019-10-12 10:35:00,573,64.31,,,,,,17.950000000000003
2019-10-12 10:40:00,574,64.31,,,,,,17.950000000000003
2019-10-12 10:45:00,575,64.31,,,,,,17.950000000000003
2019-10-12 10:50:00,576,64.31,,,,,,17.950000000000003
2019-10-12 10:55:00,577,64.31,,,,,,17.950000000000003
2019-10-12 11:00:00,578,64.31,,,,,,17.950000000000003
2019-10-12 11:05:00,579,64.139,,,,,,17.855
2019-10-12 11:10:00,580,64.139,,,,,,17.855
2019-10-12 11:15:00,581,64.31,,,,,,17.950000000000003
2019-10-12 11:20:00,582,64.31,,,,,,17.950000000000003
2019-10-12 11:25:00,583,64.31,,,,,,17.950000000000003
2019-10-12 11:30:00,584,64.31,,,,,,17.950000000000003
2019-10-12 11:35:00,585,64.31,,,,,,17.950000000000003
2019-10-12 11:40:00,586,64.31,,,,,,17.950000000000003
2019-10-12 11:45:00,587,64.31,,,,,,17.950000000000003
2019-10-12 11:50:00,588,64.31,,,,,,17.950000000000003
2019-10-12 11:55:00,589,64.31,,,,,,17.950000000000003
2019-10-12 12:00:00,590,64.31,,,,,,17.950000000000003
2019-10-12 12:05:00,591,64.31,,,,,,17.950000000000003
2019-10-12 12:10:00,592,64.48100000000001,,,,,,18.045
2019-10-12 12:15:00,593,64.48100000000001,,,,,,18.045
2019-10-12 12:20:00,594,64.48100000000001,,,,,,18.045
2019-10-12 12:25:00,595,64.48100000000001,,,,,,18.045
2019-10-12 12:30:00,596,64.48100000000001,,,,,,18.045
2019-10-12 12:35:00,597,64.48100000000001,,,,,,18.045
2019-10-12 12:40:00,598,64.48100000000001,,,,,,18.045
2019-10-12 12:45:00,599,64.48100000000001,,,,,,18.045
2019-10-12 12:50:00,600,64.48100000000001,,,,,,18.045
2019-10-12 12:55:00,601,64.48100000000001,,,,,,18.045
2019-10-12 13:00:00,602,64.48100000000001,,,,,,18.045
2019-10-12 13:05:00,603,64.48100000000001,,,,,,18.045
2019-10-12 13:10:00,604,64.48100000000001,,,,,,18.045
2019-10-12 13:15:00,605,64.48100000000001,,,,,,18.045
2019-10-12 13:20:00,606,64.48100000000001,,,,,,18.045
2019-10-12 13:25:00,607,64.48100000000001,,,,,,18.045
2019-10-12 13:30:00,608,64.652,,,,,,18.14
2019-10-12 13:35:00,609,64.825,,,,,,18.23611111111111
2019-10-12 13:40:00,610,64.99600000000001,,,,,,18.331111111111117
2019-10-12 13:45:00,611,65.167,,,,,,18.426111111111112
2019-10-12 13:50:00,612,65.33800000000001,,,,,,18.521111111111118
2019-10-12 13:55:00,613,65.509,,,,,,18.616111111111113
2019-10-12 14:00:00,614,65.68,,,,,,18.711111111111116
2019-10-12 14:05:00,615,65.851,,,,,,18.80611111111111
2019-10-12 14:10:00,616,65.851,,,,,,18.80611111111111
2019-10-12 14:15:00,617,66.02199999999999,,,,,,18.901111111111106
2019-10-12 14:20:00,618,66.02199999999999,,,,,,18.901111111111106
2019-10-12 14:25:00,619,66.193,,,,,,18.99611111111111
2019-10-12 14:30:00,620,66.193,,,,,,18.99611111111111
2019-10-12 14:35:00,621,66.193,,,,,,18.99611111111111
2019-10-12 14:40:00,622,66.193,,,,,,18.99611111111111
2019-10-12 14:45:00,623,66.02199999999999,,,,,,18.901111111111106
2019-10-12 14:50:00,624,66.02199999999999,,,,,,18.901111111111106
2019-10-12 14:55:00,625,66.02199999999999,,,,,,18.901111111111106
2019-10-12 15:00:00,626,66.02199999999999,,,,,,18.901111111111106
2019-10-12 15:05:00,627,66.193,,,,,,18.99611111111111
2019-10-12 15:10:00,628,66.193,,,,,,18.99611111111111
2019-10-12 15:15:00,629,66.366,,,,,,19.09222222222222
2019-10-12 15:20:00,630,66.366,,,,,,19.09222222222222
2019-10-12 15:25:00,631,66.366,,,,,,19.09222222222222
2019-10-12 15:30:00,632,66.193,,,,,,18.99611111111111
2019-10-12 15:35:00,633,66.193,,,,,,18.99611111111111
2019-10-12 15:40:00,634,66.193,,,,,,18.99611111111111
2019-10-12 15:45:00,635,66.193,,,,,,18.99611111111111
2019-10-12 15:50:00,636,66.193,,,,,,18.99611111111111
2019-10-12 15:55:00,637,66.193,,,,,,18.99611111111111
2019-10-12 16:00:00,638,66.193,,,,,,18.99611111111111
2019-10-12 16:05:00,639,66.193,,,,,,18.99611111111111
2019-10-12 16:10:00,640,66.193,,,,,,18.99611111111111
2019-10-12 16:15:00,641,66.193,,,,,,18.99611111111111
2019-10-12 16:20:00,642,66.193,,,,,,18.99611111111111
2019-10-12 16:25:00,643,66.02199999999999,,,,,,18.901111111111106
2019-10-12 16:30:00,644,66.02199999999999,,,,,,18.901111111111106
2019-10-12 16:35:00,645,66.02199999999999,,,,,,18.901111111111106
2019-10-12 16:40:00,646,66.02199999999999,,,,,,18.901111111111106
2019-10-12 16:45:00,647,65.851,,,,,,18.80611111111111
2019-10-12 16:50:00,648,65.851,,,,,,18.80611111111111
2019-10-12 16:55:00,649,65.851,,,,,,18.80611111111111
2019-10-12 17:00:00,650,65.851,,,,,,18.80611111111111
2019-10-12 17:05:00,651,65.851,,,,,,18.80611111111111
2019-10-12 17:10:00,652,65.851,,,,,,18.80611111111111
2019-10-12 17:15:00,653,65.68,,,,,,18.711111111111116
2019-10-12 17:20:00,654,65.68,,,,,,18.711111111111116
2019-10-12 17:25:00,655,65.68,,,,,,18.711111111111116
2019-10-12 17:30:00,656,65.68,,,,,,18.711111111111116
2019-10-12 17:35:00,657,65.68,,,,,,18.711111111111116
2019-10-12 17:40:00,658,65.68,,,,,,18.711111111111116
2019-10-12 17:45:00,659,65.68,,,,,,18.711111111111116
2019-10-12 17:50:00,660,65.68,,,,,,18.711111111111116
2019-10-12 17:55:00,661,65.509,,,,,,18.616111111111113
2019-10-12 18:00:00,662,65.509,,,,,,18.616111111111113
2019-10-12 18:05:00,663,65.509,,,,,,18.616111111111113
2019-10-12 18:10:00,664,65.509,,,,,,18.616111111111113
2019-10-12 18:15:00,665,65.509,,,,,,18.616111111111113
2019-10-12 18:20:00,666,65.509,,,,,,18.616111111111113
2019-10-12 18:25:00,667,65.509,,,,,,18.616111111111113
2019-10-12 18:30:00,668,65.68,,,,,,18.711111111111116
2019-10-12 18:35:00,669,65.851,,,,,,18.80611111111111
2019-10-12 18:40:00,670,65.851,,,,,,18.80611111111111
2019-10-12 18:45:00,671,65.851,,,,,,18.80611111111111
2019-10-12 18:50:00,672,66.02199999999999,,,,,,18.901111111111106
2019-10-12 18:55:00,673,66.193,,,,,,18.99611111111111
2019-10-12 19:00:00,674,66.366,,,,,,19.09222222222222
2019-10-12 19:05:00,675,66.366,,,,,,19.09222222222222
2019-10-12 19:10:00,676,66.366,,,,,,19.09222222222222
2019-10-12 19:15:00,677,66.366,,,,,,19.09222222222222
2019-10-12 19:20:00,678,66.366,,,,,,19.09222222222222
2019-10-12 19:25:00,679,66.366,,,,,,19.09222222222222
2019-10-12 19:30:00,680,66.366,,,,,,19.09222222222222
2019-10-12 19:35:00,681,66.366,,,,,,19.09222222222222
2019-10-12 19:40:00,682,66.366,,,,,,19.09222222222222
2019-10-12 19:45:00,683,66.366,,,,,,19.09222222222222
2019-10-12 19:50:00,684,66.193,,,,,,18.99611111111111
2019-10-12 19:55:00,685,66.193,,,,,,18.99611111111111
2019-10-12 20:00:00,686,66.193,,,,,,18.99611111111111
2019-10-12 20:05:00,687,66.193,,,,,,18.99611111111111
2019-10-12 20:10:00,688,66.193,,,,,,18.99611111111111
2019-10-12 20:15:00,689,66.193,,,,,,18.99611111111111
2019-10-12 20:20:00,690,66.193,,,,,,18.99611111111111
2019-10-12 20:25:00,691,66.193,,,,,,18.99611111111111
2019-10-12 20:30:00,692,66.193,,,,,,18.99611111111111
2019-10-12 20:35:00,693,66.193,,,,,,18.99611111111111
2019-10-12 20:40:00,694,66.02199999999999,,,,,,18.901111111111106
2019-10-12 20:45:00,695,65.851,,,,,,18.80611111111111
2019-10-12 20:50:00,696,65.851,,,,,,18.80611111111111
2019-10-12 20:55:00,697,65.851,,,,,,18.80611111111111
2019-10-12 21:00:00,698,65.851,,,,,,18.80611111111111
2019-10-12 21:05:00,699,65.851,,,,,,18.80611111111111
2019-10-12 21:10:00,700,65.851,,,,,,18.80611111111111
2019-10-12 21:15:00,701,65.851,,,,,,18.80611111111111
2019-10-12 21:20:00,702,66.02199999999999,,,,,,18.901111111111106
2019-10-12 21:25:00,703,66.366,,,,,,19.09222222222222
2019-10-12 21:30:00,704,66.87899999999999,,,,,,19.377222222222215
2019-10-12 21:35:00,705,67.221,,,,,,19.567222222222224
2019-10-12 21:40:00,706,67.392,,,,,,19.66222222222222
2019-10-12 21:45:00,707,67.392,,,,,,19.66222222222222
2019-10-12 21:50:00,708,67.564,,,,,,19.757777777777775
2019-10-12 21:55:00,709,67.392,,,,,,19.66222222222222
2019-10-12 22:00:00,710,67.564,,,,,,19.757777777777775
2019-10-12 22:05:00,711,67.564,,,,,,19.757777777777775
2019-10-12 22:10:00,712,67.392,,,,,,19.66222222222222
2019-10-12 22:15:00,713,67.392,,,,,,19.66222222222222
2019-10-12 22:20:00,714,67.221,,,,,,19.567222222222224
2019-10-12 22:25:00,715,67.221,,,,,,19.567222222222224
2019-10-12 22:30:00,716,67.221,,,,,,19.567222222222224
2019-10-12 22:35:00,717,67.05,,,,,,19.47222222222222
2019-10-12 22:40:00,718,67.05,,,,,,19.47222222222222
2019-10-12 22:45:00,719,66.87899999999999,,,,,,19.377222222222215
2019-10-12 22:50:00,720,66.708,,,,,,19.28222222222222
2019-10-12 22:55:00,721,66.53699999999999,,,,,,19.187222222222218
2019-10-12 23:00:00,722,66.366,,,,,,19.09222222222222
2019-10-12 23:05:00,723,66.193,,,,,,18.99611111111111
2019-10-12 23:10:00,724,66.02199999999999,,,,,,18.901111111111106
2019-10-12 23:15:00,725,66.02199999999999,,,,,,18.901111111111106
2019-10-12 23:20:00,726,65.851,,,,,,18.80611111111111
2019-10-12 23:25:00,727,65.851,,,,,,18.80611111111111
2019-10-12 23:30:00,728,65.68,,,,,,18.711111111111116
2019-10-12 23:35:00,729,65.68,,,,,,18.711111111111116
2019-10-12 23:40:00,730,65.509,,,,,,18.616111111111113
2019-10-12 23:45:00,731,65.509,,,,,,18.616111111111113
2019-10-12 23:50:00,732,65.33800000000001,,,,,,18.521111111111118
2019-10-12 23:55:00,733,65.33800000000001,,,,,,18.521111111111118
2019-10-13 00:00:00,734,65.33800000000001,,,,,,18.521111111111118
2019-10-13 00:05:00,735,65.33800000000001,,,,,,18.521111111111118
2019-10-13 00:10:00,736,65.167,,,,,,18.426111111111112
2019-10-13 00:15:00,737,65.167,,,,,,18.426111111111112
2019-10-13 00:20:00,738,65.167,,,,,,18.426111111111112
2019-10-13 00:25:00,739,65.167,,,,,,18.426111111111112
2019-10-13 00:30:00,740,64.99600000000001,,,,,,18.331111111111117
2019-10-13 00:35:00,741,64.99600000000001,,,,,,18.331111111111117
2019-10-13 00:40:00,742,64.99600000000001,,,,,,18.331111111111117
2019-10-13 00:45:00,743,64.99600000000001,,,,,,18.331111111111117
2019-10-13 00:50:00,744,64.99600000000001,,,,,,18.331111111111117
2019-10-13 00:55:00,745,64.825,,,,,,18.23611111111111
2019-10-13 01:00:00,746,64.825,,,,,,18.23611111111111
2019-10-13 01:05:00,747,64.825,,,,,,18.23611111111111
2019-10-13 01:10:00,748,64.825,,,,,,18.23611111111111
2019-10-13 01:15:00,749,64.825,,,,,,18.23611111111111
2019-10-13 01:20:00,750,64.652,,,,,,18.14
2019-10-13 01:25:00,751,64.652,,,,,,18.14
2019-10-13 01:30:00,752,64.652,,,,,,18.14
2019-10-13 01:35:00,753,64.652,,,,,,18.14
2019-10-13 01:40:00,754,64.652,,,,,,18.14
2019-10-13 01:45:00,755,64.652,,,,,,18.14
2019-10-13 01:50:00,756,64.652,,,,,,18.14
2019-10-13 01:55:00,757,64.652,,,,,,18.14
2019-10-13 02:00:00,758,64.652,,,,,,18.14
2019-10-13 02:05:00,759,64.48100000000001,,,,,,18.045
2019-10-13 02:10:00,760,64.48100000000001,,,,,,18.045
2019-10-13 02:15:00,761,64.48100000000001,,,,,,18.045
2019-10-13 02:20:00,762,64.48100000000001,,,,,,18.045
2019-10-13 02:25:00,763,64.48100000000001,,,,,,18.045
2019-10-13 02:30:00,764,64.48100000000001,,,,,,18.045
2019-10-13 02:35:00,765,64.48100000000001,,,,,,18.045
2019-10-13 02:40:00,766,64.48100000000001,,,,,,18.045
2019-10-13 02:45:00,767,64.48100000000001,,,,,,18.045
2019-10-13 02:50:00,768,64.48100000000001,,,,,,18.045
2019-10-13 02:55:00,769,64.31,,,,,,17.950000000000003
2019-10-13 03:00:00,770,64.31,,,,,,17.950000000000003
2019-10-13 03:05:00,771,64.31,,,,,,17.950000000000003
2019-10-13 03:10:00,772,64.31,,,,,,17.950000000000003
2019-10-13 03:15:00,773,64.31,,,,,,17.950000000000003
2019-10-13 03:20:00,774,64.31,,,,,,17.950000000000003
2019-10-13 03:25:00,775,64.31,,,,,,17.950000000000003
2019-10-13 03:30:00,776,64.31,,,,,,17.950000000000003
2019-10-13 03:35:00,777,64.31,,,,,,17.950000000000003
2019-10-13 03:40:00,778,64.31,,,,,,17.950000000000003
2019-10-13 03:45:00,779,64.31,,,,,,17.950000000000003
2019-10-13 03:50:00,780,64.139,,,,,,17.855
2019-10-13 03:55:00,781,64.139,,,,,,17.855
2019-10-13 04:00:00,782,64.139,,,,,,17.855
2019-10-13 04:05:00,783,64.139,,,,,,17.855
2019-10-13 04:10:00,784,64.139,,,,,,17.855
2019-10-13 04:15:00,785,64.139,,,,,,17.855
2019-10-13 04:20:00,786,64.139,,,,,,17.855
2019-10-13 04:25:00,787,64.139,,,,,,17.855
2019-10-13 04:30:00,788,64.139,,,,,,17.855
2019-10-13 04:35:00,789,64.139,,,,,,17.855
2019-10-13 04:40:00,790,64.139,,,,,,17.855
2019-10-13 04:45:00,791,64.139,,,,,,17.855
2019-10-13 04:50:00,792,64.139,,,,,,17.855
2019-10-13 04:55:00,793,64.139,,,,,,17.855
2019-10-13 05:00:00,794,63.968,,,,,,17.760000000000005
2019-10-13 05:05:00,795,63.968,,,,,,17.760000000000005
2019-10-13 05:10:00,796,63.968,,,,,,17.760000000000005
2019-10-13 05:15:00,797,63.968,,,,,,17.760000000000005
2019-10-13 05:20:00,798,63.968,,,,,,17.760000000000005
2019-10-13 05:25:00,799,63.968,,,,,,17.760000000000005
2019-10-13 05:30:00,800,63.968,,,,,,17.760000000000005
2019-10-13 05:35:00,801,63.968,,,,,,17.760000000000005
2019-10-13 05:40:00,802,63.968,,,,,,17.760000000000005
2019-10-13 05:45:00,803,63.968,,,,,,17.760000000000005
2019-10-13 05:50:00,804,63.968,,,,,,17.760000000000005
2019-10-13 05:55:00,805,63.797,,,,,,17.665
2019-10-13 06:00:00,806,63.797,,,,,,17.665
2019-10-13 06:05:00,807,63.797,,,,,,17.665
2019-10-13 06:10:00,808,63.968,,,,,,17.760000000000005
2019-10-13 06:15:00,809,64.48100000000001,,,,,,18.045
2019-10-13 06:20:00,810,64.99600000000001,,,,,,18.331111111111117
2019-10-13 06:25:00,811,65.68,,,,,,18.711111111111116
2019-10-13 06:30:00,812,66.193,,,,,,18.99611111111111
2019-10-13 06:35:00,813,66.708,,,,,,19.28222222222222
2019-10-13 06:40:00,814,67.05,,,,,,19.47222222222222
2019-10-13 06:45:00,815,67.392,,,,,,19.66222222222222
2019-10-13 06:50:00,816,67.564,,,,,,19.757777777777775
2019-10-13 06:55:00,817,67.564,,,,,,19.757777777777775
2019-10-13 07:00:00,818,67.564,,,,,,19.757777777777775
2019-10-13 07:05:00,819,67.392,,,,,,19.66222222222222
2019-10-13 07:10:00,820,67.392,,,,,,19.66222222222222
2019-10-13 07:15:00,821,67.221,,,,,,19.567222222222224
2019-10-13 07:20:00,822,67.05,,,,,,19.47222222222222
2019-10-13 07:25:00,823,66.87899999999999,,,,,,19.377222222222215
2019-10-13 07:30:00,824,66.708,,,,,,19.28222222222222
2019-10-13 07:35:00,825,66.53699999999999,,,,,,19.187222222222218
2019-10-13 07:40:00,826,66.53699999999999,,,,,,19.187222222222218
2019-10-13 07:45:00,827,66.53699999999999,,,,,,19.187222222222218
2019-10-13 07:50:00,828,66.87899999999999,,,,,,19.377222222222215
2019-10-13 07:55:00,829,67.05,,,,,,19.47222222222222
2019-10-13 08:00:00,830,67.221,,,,,,19.567222222222224
2019-10-13 08:05:00,831,67.221,,,,,,19.567222222222224
2019-10-13 08:10:00,832,67.221,,,,,,19.567222222222224
2019-10-13 08:15:00,833,67.05,,,,,,19.47222222222222
2019-10-13 08:20:00,834,67.05,,,,,,19.47222222222222
2019-10-13 08:25:00,835,66.87899999999999,,,,,,19.377222222222215
2019-10-13 08:30:00,836,66.87899999999999,,,,,,19.377222222222215
2019-10-13 08:35:00,837,66.87899999999999,,,,,,19.377222222222215
2019-10-13 08:40:00,838,66.708,,,,,,19.28222222222222
2019-10-13 08:45:00,839,66.53699999999999,,,,,,19.187222222222218
2019-10-13 08:50:00,840,66.53699999999999,,,,,,19.187222222222218
2019-10-13 08:55:00,841,66.366,,,,,,19.09222222222222
2019-10-13 09:00:00,842,66.193,,,,,,18.99611111111111
2019-10-13 09:05:00,843,66.193,,,,,,18.99611111111111
2019-10-13 09:10:00,844,66.193,,,,,,18.99611111111111
2019-10-13 09:15:00,845,66.193,,,,,,18.99611111111111
2019-10-13 09:20:00,846,66.193,,,,,,18.99611111111111
2019-10-13 09:25:00,847,66.366,,,,,,19.09222222222222
2019-10-13 09:30:00,848,66.366,,,,,,19.09222222222222
2019-10-13 09:35:00,849,66.366,,,,,,19.09222222222222
2019-10-13 09:40:00,850,66.193,,,,,,18.99611111111111
2019-10-13 09:45:00,851,66.193,,,,,,18.99611111111111
2019-10-13 09:50:00,852,66.02199999999999,,,,,,18.901111111111106
2019-10-13 09:55:00,853,65.851,,,,,,18.80611111111111
2019-10-13 10:00:00,854,65.851,,,,,,18.80611111111111
2019-10-13 10:05:00,855,65.851,,,,,,18.80611111111111
2019-10-13 10:10:00,856,65.68,,,,,,18.711111111111116
2019-10-13 10:15:00,857,65.68,,,,,,18.711111111111116
2019-10-13 10:20:00,858,65.68,,,,,,18.711111111111116
